customer_id,tenure,monthly_charges,total_charges,contract_type,internet_service,payment_method,support_calls,number_of_logins,usage_hours,churn
CUST-00886,53,916.72,48779.09,Month-to-Month,DSL,Electronic Check,6,8.0,115.0,0
CUST-00887,3,794.08,2868.92,Month-to-Month,No,Mailed Check,2,3.0,183.2,0
CUST-00888,14,1150.08,16392.49,One Year,DSL,Bank Transfer,3,11.0,5.8,1
CUST-00889,1,695.34,910.03,Month-to-Month,Fiber Optic,Mailed Check,5,1.0,175.7,0
CUST-00890,19,541.66,10574.51,Two Year,Fiber Optic,Bank Transfer,5,1.0,145.1,0
CUST-00891,7,424.46,,One Year,DSL,Bank Transfer,5,12.0,155.1,0
CUST-00892,51,928.77,47584.75,Two Year,DSL,Mailed Check,7,45.0,75.7,0
CUST-00893,38,1176.7,44938.45,One Year,DSL,Mailed Check,8,9.0,61.5,1
CUST-00894,71,325.51,23461.91,Month-to-Month,No,Mailed Check,9,35.0,2.9,0
CUST-00895,54,966.4,52216.03,Month-to-Month,DSL,Mailed Check,10,7.0,157.5,0
CUST-00896,44,1134.24,50176.6,Two Year,Fiber Optic,Bank Transfer,4,23.0,32.3,0
CUST-00897,37,367.3,13863.76,Month-to-Month,Fiber Optic,Credit Card,3,30.0,45.2,0
CUST-00898,3,399.15,1575.83,Month-to-Month,Fiber Optic,Bank Transfer,3,28.0,55.3,1
CUST-00899,5,922.76,5105.12,One Year,No,Electronic Check,3,40.0,173.9,1
CUST-00900,44,883.17,39257.36,Month-to-Month,Fiber Optic,Credit Card,5,12.0,57.6,0
CUST-00901,0,361.94,251.89,Month-to-Month,Fiber Optic,Credit Card,6,37.0,85.1,1
CUST-00902,3,1050.98,3237.67,Month-to-Month,Fiber Optic,Credit Card,0,20.0,149.5,1
CUST-00903,15,771.08,11860.33,Month-to-Month,DSL,Electronic Check,10,22.0,178.5,1
CUST-00904,64,1116.48,71871.87,One Year,DSL,Credit Card,0,16.0,158.2,0
CUST-00905,33,1090.19,36442.48,Month-to-Month,DSL,Mailed Check,4,50.0,107.1,0
CUST-00906,51,1031.26,53006.92,Month-to-Month,Fiber Optic,Credit Card,4,42.0,0.4,0
CUST-00907,30,764.31,23023.78,Month-to-Month,DSL,Credit Card,3,23.0,31.6,1
CUST-00908,12,526.54,6674.77,One Year,Fiber Optic,Credit Card,2,37.0,50.7,0
CUST-00909,27,755.38,20835.34,Month-to-Month,DSL,Electronic Check,5,46.0,,1
CUST-00910,6,390.73,2684.89,Month-to-Month,Fiber Optic,Bank Transfer,0,14.0,72.4,0
CUST-00911,56,892.96,50348.64,One Year,Fiber Optic,Bank Transfer,8,16.0,102.9,0
CUST-00912,13,420.58,5717.62,Month-to-Month,Fiber Optic,Bank Transfer,7,38.0,82.4,0
CUST-00913,27,760.06,20840.11,One Year,No,Credit Card,8,14.0,145.2,1
CUST-00914,71,348.94,24921.93,Month-to-Month,DSL,Bank Transfer,8,4.0,10.4,0
CUST-00915,43,569.56,24535.49,Month-to-Month,DSL,Electronic Check,9,30.0,198.9,0
CUST-00916,33,508.87,17206.57,Month-to-Month,Fiber Optic,Electronic Check,1,10.0,168.6,1
CUST-00917,39,858.03,33934.74,Two Year,DSL,Bank Transfer,9,29.0,67.0,1
CUST-00918,57,1008.11,57890.68,Month-to-Month,Fiber Optic,Mailed Check,6,5.0,79.4,0
CUST-00919,18,351.57,6495.22,Month-to-Month,Fiber Optic,Mailed Check,1,24.0,192.7,0
CUST-00920,46,1065.26,49048.73,Month-to-Month,DSL,Credit Card,10,12.0,187.2,1
CUST-00921,63,1074.69,67845.54,Month-to-Month,No,Electronic Check,8,26.0,78.6,1
CUST-00922,41,608.04,25351.06,One Year,DSL,Bank Transfer,2,11.0,11.9,0
CUST-00923,32,893.1,28907.11,Two Year,Fiber Optic,Mailed Check,9,12.0,197.6,0
CUST-00924,10,662.35,7106.85,Month-to-Month,DSL,Electronic Check,8,45.0,130.8,0
CUST-00925,18,438.77,8069.2,Month-to-Month,Fiber Optic,Mailed Check,4,50.0,138.6,1
CUST-00926,69,775.8,53805.94,Month-to-Month,DSL,Mailed Check,1,16.0,54.9,0
CUST-00927,39,377.72,15126.1,Two Year,No,Mailed Check,8,32.0,163.7,0
CUST-00928,21,1090.62,23020.02,Month-to-Month,No,Electronic Check,10,18.0,,1
CUST-00929,30,1131.86,34437.84,Month-to-Month,Fiber Optic,Bank Transfer,2,8.0,94.0,0
CUST-00930,42,1039.45,43953.1,Two Year,Fiber Optic,Mailed Check,0,5.0,148.2,0
CUST-00931,39,806.28,31448.87,Two Year,Fiber Optic,Bank Transfer,2,45.0,74.4,0
CUST-00932,51,801.84,40906.42,Month-to-Month,Fiber Optic,Bank Transfer,3,3.0,85.9,1
CUST-00933,18,1186.15,21791.81,Month-to-Month,Fiber Optic,Bank Transfer,4,25.0,130.5,1
CUST-00934,47,523.11,24908.81,One Year,Fiber Optic,Bank Transfer,10,11.0,127.9,0
CUST-00935,32,368.35,12168.74,One Year,No,Mailed Check,10,38.0,194.2,0
CUST-00936,68,805.75,55183.01,Month-to-Month,Fiber Optic,Mailed Check,7,6.0,112.6,0
CUST-00937,11,595.91,6765.24,Month-to-Month,DSL,Bank Transfer,2,29.0,64.2,0
CUST-00938,10,590.1,6300.31,Month-to-Month,No,Electronic Check,2,17.0,57.5,0
CUST-00939,33,306.38,10579.31,Month-to-Month,DSL,Bank Transfer,0,26.0,106.8,0
CUST-00940,37,836.62,31041.03,Month-to-Month,DSL,Mailed Check,8,9.0,23.9,0
CUST-00941,50,537.63,27263.57,One Year,No,Mailed Check,2,5.0,117.6,0
CUST-00942,29,469.07,13756.93,Month-to-Month,DSL,Electronic Check,9,9.0,78.1,1
CUST-00943,66,336.39,22362.49,Month-to-Month,DSL,Mailed Check,6,29.0,70.4,0
CUST-00944,34,627.93,21556.0,One Year,Fiber Optic,Mailed Check,5,33.0,38.5,0
CUST-00945,9,1091.07,10251.49,Month-to-Month,Fiber Optic,Credit Card,10,46.0,99.1,1
CUST-00946,8,603.0,4835.03,Month-to-Month,DSL,Bank Transfer,1,48.0,7.5,1
CUST-00947,71,911.17,64910.03,Two Year,Fiber Optic,Mailed Check,5,38.0,121.4,0
CUST-00948,9,980.89,9168.03,Month-to-Month,DSL,Electronic Check,2,0.0,57.1,1
CUST-00949,69,595.29,41130.22,Two Year,Fiber Optic,Mailed Check,1,35.0,181.0,0
CUST-00950,20,1039.48,21185.73,Month-to-Month,DSL,Credit Card,10,35.0,105.3,1
CUST-00951,6,922.69,6007.09,Month-to-Month,DSL,Electronic Check,6,36.0,156.1,1
CUST-00952,22,803.32,17718.51,One Year,No,Bank Transfer,1,,170.2,1
CUST-00953,44,300.89,13315.63,Month-to-Month,Fiber Optic,Bank Transfer,1,35.0,175.8,0
CUST-00954,31,331.58,10766.03,Month-to-Month,Fiber Optic,Electronic Check,3,29.0,174.1,0
CUST-00955,57,1191.78,68030.39,Month-to-Month,No,Credit Card,9,31.0,45.1,0
CUST-00956,44,1004.06,44218.11,One Year,No,Mailed Check,1,35.0,60.7,0
CUST-00957,29,1143.81,33646.59,Month-to-Month,Fiber Optic,Bank Transfer,8,2.0,141.6,1
CUST-00958,46,1112.07,51601.53,One Year,DSL,Electronic Check,1,25.0,107.5,0
CUST-00959,70,318.4,22615.86,One Year,Fiber Optic,Credit Card,3,6.0,121.9,0
CUST-00960,30,1012.66,30655.52,Month-to-Month,Fiber Optic,Electronic Check,5,47.0,135.5,1
CUST-00961,11,706.03,8225.95,Month-to-Month,DSL,Mailed Check,1,,22.9,1
CUST-00962,29,1010.6,29635.16,Month-to-Month,DSL,Credit Card,4,8.0,33.7,1
CUST-00963,61,306.04,18997.64,One Year,DSL,Bank Transfer,2,45.0,127.6,0
CUST-00964,15,559.38,8812.54,Month-to-Month,Fiber Optic,Bank Transfer,0,24.0,125.1,0
CUST-00965,69,976.19,67683.73,One Year,Fiber Optic,Mailed Check,0,34.0,163.5,0
CUST-00966,42,1013.72,42828.08,Month-to-Month,Fiber Optic,Credit Card,1,,138.8,0
CUST-00967,43,857.74,37077.68,Month-to-Month,DSL,Credit Card,8,6.0,41.5,1
CUST-00968,23,571.13,13387.56,One Year,DSL,Bank Transfer,0,46.0,14.0,0
CUST-00969,67,579.33,39076.35,Month-to-Month,No,Electronic Check,5,32.0,78.2,0
CUST-00970,2,1170.09,2520.6,Month-to-Month,Fiber Optic,Credit Card,0,24.0,74.3,0
CUST-00971,21,695.29,14825.15,One Year,Fiber Optic,Electronic Check,2,31.0,153.5,0
CUST-00972,30,702.41,21473.24,One Year,Fiber Optic,Credit Card,1,49.0,134.3,0
CUST-00973,34,797.1,27309.66,Month-to-Month,Fiber Optic,Electronic Check,3,33.0,174.4,0
CUST-00974,34,668.55,22743.48,Month-to-Month,Fiber Optic,Electronic Check,8,33.0,100.9,1
CUST-00975,10,797.4,8115.51,Month-to-Month,Fiber Optic,Electronic Check,4,44.0,57.7,1
CUST-00976,16,689.1,11141.47,One Year,DSL,Electronic Check,0,35.0,100.9,0
CUST-00977,6,1044.04,6661.03,Month-to-Month,No,Bank Transfer,1,7.0,43.1,1
CUST-00978,41,1118.15,46068.8,One Year,Fiber Optic,Mailed Check,3,41.0,12.1,0
CUST-00979,25,1138.9,28612.66,One Year,Fiber Optic,Electronic Check,3,45.0,99.9,0
CUST-00980,41,807.87,33528.02,Two Year,DSL,Mailed Check,6,37.0,82.7,0
CUST-00981,43,697.93,30020.6,Month-to-Month,Fiber Optic,Credit Card,3,,6.4,0
CUST-00982,51,934.72,47757.85,Month-to-Month,DSL,Bank Transfer,8,26.0,144.3,1
CUST-00983,39,1054.49,41538.59,Month-to-Month,Fiber Optic,Bank Transfer,2,2.0,128.9,1
CUST-00984,47,806.68,38189.29,Month-to-Month,Fiber Optic,Mailed Check,7,39.0,14.8,0
CUST-00985,42,929.98,39445.98,Month-to-Month,Fiber Optic,Bank Transfer,1,48.0,142.0,0
CUST-00986,47,974.76,46232.81,Two Year,DSL,Credit Card,10,1.0,16.6,0
CUST-00987,45,908.75,41364.73,Month-to-Month,No,Bank Transfer,10,5.0,103.5,0
CUST-00988,23,971.52,22376.67,Month-to-Month,DSL,Electronic Check,3,47.0,,0
CUST-00989,17,487.78,8691.88,Month-to-Month,Fiber Optic,Bank Transfer,2,40.0,99.8,0
CUST-00990,57,748.54,43021.16,Two Year,DSL,Credit Card,0,41.0,149.5,0
CUST-00991,25,829.44,20839.51,Month-to-Month,DSL,Electronic Check,10,10.0,77.1,1
CUST-00992,40,302.23,12555.05,One Year,No,Mailed Check,0,32.0,42.6,0
CUST-00993,14,1070.37,15187.28,One Year,DSL,Bank Transfer,0,42.0,97.3,0
CUST-00994,31,849.02,26763.43,Month-to-Month,No,Electronic Check,1,3.0,68.4,0
CUST-00995,38,416.22,16118.92,One Year,DSL,Bank Transfer,3,14.0,30.3,0
CUST-00996,45,1034.72,,Month-to-Month,Fiber Optic,Credit Card,10,15.0,94.2,1
CUST-00997,38,945.35,36003.06,Month-to-Month,DSL,Bank Transfer,1,27.0,40.3,0
CUST-00998,26,982.47,26001.38,Month-to-Month,Fiber Optic,Mailed Check,6,12.0,94.1,0
CUST-00999,70,652.84,,Month-to-Month,No,Electronic Check,7,17.0,118.5,0
CUST-01000,37,1068.78,39547.91,One Year,Fiber Optic,Bank Transfer,8,13.0,156.4,1
CUST-01001,59,672.62,39693.72,One Year,DSL,Credit Card,7,3.0,170.6,0
CUST-01002,53,813.46,43502.2,Month-to-Month,Fiber Optic,Credit Card,10,34.0,133.6,1
CUST-01003,40,300.58,12104.17,One Year,Fiber Optic,Bank Transfer,7,32.0,178.7,0
CUST-01004,64,880.39,56644.33,Month-to-Month,DSL,Electronic Check,9,44.0,111.6,0
CUST-01005,9,946.36,8857.78,Month-to-Month,Fiber Optic,Mailed Check,3,29.0,142.1,1
CUST-01006,67,810.4,54436.48,One Year,Fiber Optic,Mailed Check,4,34.0,154.1,0
CUST-01007,62,746.9,46592.46,Month-to-Month,Fiber Optic,Electronic Check,8,18.0,165.0,0
CUST-01008,36,1028.94,37161.97,One Year,DSL,Electronic Check,9,19.0,150.4,0
CUST-01009,53,913.24,48874.88,Month-to-Month,Fiber Optic,Bank Transfer,0,21.0,180.5,0
CUST-01010,37,550.27,20790.08,One Year,No,Electronic Check,4,49.0,94.6,0
CUST-01011,19,1163.17,22244.25,Month-to-Month,Fiber Optic,Electronic Check,8,24.0,190.7,1
CUST-01012,58,936.54,54583.73,Month-to-Month,Fiber Optic,Credit Card,1,,,0
CUST-01013,17,1189.15,20465.87,One Year,No,Bank Transfer,3,16.0,14.0,1
CUST-01014,22,1174.14,26311.09,Month-to-Month,DSL,Credit Card,6,34.0,36.4,0
CUST-01015,37,1127.02,41896.75,Month-to-Month,DSL,Electronic Check,0,13.0,111.7,0
CUST-01016,61,979.83,,Two Year,Fiber Optic,Mailed Check,10,20.0,2.9,0
CUST-01017,28,848.49,24222.07,Month-to-Month,Fiber Optic,Bank Transfer,4,43.0,31.5,1
CUST-01018,36,454.95,16459.61,Month-to-Month,No,Bank Transfer,8,34.0,74.8,0
CUST-01019,3,789.02,2642.3,Month-to-Month,Fiber Optic,Mailed Check,4,24.0,124.9,1
CUST-01020,8,988.84,,One Year,DSL,Credit Card,4,20.0,33.1,0
CUST-01021,4,768.77,3383.83,One Year,DSL,Bank Transfer,10,,115.0,1
CUST-01022,5,1081.42,5589.94,One Year,DSL,Electronic Check,9,7.0,132.6,1
CUST-01023,63,398.69,25601.29,Month-to-Month,No,Electronic Check,5,43.0,152.7,0
CUST-01024,61,642.85,39421.55,Month-to-Month,DSL,Electronic Check,5,31.0,132.1,0
CUST-01025,59,755.37,44634.92,Month-to-Month,Fiber Optic,Credit Card,8,16.0,50.0,0
CUST-01026,4,689.09,3173.36,Month-to-Month,Fiber Optic,Credit Card,7,35.0,199.5,1
CUST-01027,5,397.73,2399.08,One Year,DSL,Mailed Check,10,50.0,177.6,0
CUST-01028,20,438.18,9111.03,Month-to-Month,DSL,Bank Transfer,3,17.0,74.7,1
CUST-01029,41,1053.86,43582.67,One Year,Fiber Optic,Credit Card,1,20.0,5.8,0
CUST-01030,24,735.95,17795.16,One Year,DSL,Electronic Check,2,47.0,105.7,0
CUST-01031,35,343.85,12355.78,One Year,No,Credit Card,5,,173.0,0
CUST-01032,12,314.84,3797.09,Month-to-Month,No,Mailed Check,3,43.0,164.4,0
CUST-01033,53,726.13,38583.34,Month-to-Month,DSL,Mailed Check,8,45.0,179.5,0
CUST-01034,22,447.94,10320.82,Two Year,No,Electronic Check,9,29.0,193.9,0
CUST-01035,4,934.61,,One Year,DSL,Bank Transfer,2,,142.6,0
CUST-01036,54,1015.79,54968.0,Month-to-Month,DSL,Bank Transfer,10,3.0,32.5,1
CUST-01037,65,505.47,32911.24,One Year,DSL,Electronic Check,6,14.0,7.3,0
CUST-01038,1,832.96,1307.42,Two Year,Fiber Optic,Bank Transfer,2,0.0,30.3,0
CUST-01039,31,439.0,13665.09,Month-to-Month,Fiber Optic,Electronic Check,2,38.0,40.2,0
CUST-01040,60,573.22,34521.74,Two Year,DSL,Mailed Check,1,32.0,12.3,0
CUST-01041,51,1099.92,56187.24,Month-to-Month,Fiber Optic,Bank Transfer,5,23.0,90.7,1
CUST-01042,62,789.69,48964.51,Two Year,Fiber Optic,Credit Card,0,41.0,156.8,0
CUST-01043,30,1097.3,33076.07,Month-to-Month,Fiber Optic,Electronic Check,1,6.0,0.9,1
CUST-01044,27,502.72,14060.53,Month-to-Month,Fiber Optic,Mailed Check,8,25.0,160.7,1
CUST-01045,51,597.02,30618.97,Month-to-Month,Fiber Optic,Mailed Check,5,17.0,185.1,0
CUST-01046,11,723.86,8214.61,One Year,Fiber Optic,Bank Transfer,5,1.0,30.4,1
CUST-01047,17,732.07,12818.16,Two Year,DSL,Credit Card,3,24.0,4.3,0
CUST-01048,43,1197.88,51784.38,Month-to-Month,Fiber Optic,Bank Transfer,6,7.0,95.9,1
CUST-01049,48,403.0,19715.8,Month-to-Month,DSL,Credit Card,3,2.0,173.7,0
CUST-01050,8,1066.77,8864.98,Month-to-Month,Fiber Optic,Mailed Check,0,10.0,147.4,1
CUST-01051,37,1077.31,40164.75,Month-to-Month,Fiber Optic,Bank Transfer,6,9.0,6.9,1
CUST-01052,26,797.88,21069.7,One Year,DSL,Mailed Check,0,32.0,134.7,0
CUST-01053,36,609.63,22346.26,Month-to-Month,DSL,Credit Card,7,40.0,163.5,0
CUST-01054,69,767.3,53298.8,Two Year,Fiber Optic,Electronic Check,10,24.0,54.2,0
CUST-01055,5,563.22,3211.99,Two Year,Fiber Optic,Credit Card,7,32.0,130.7,0
CUST-01056,72,1019.2,73455.2,Month-to-Month,Fiber Optic,Bank Transfer,6,5.0,98.8,0
CUST-01057,32,748.45,24289.24,Month-to-Month,Fiber Optic,Credit Card,10,40.0,41.1,1
CUST-01058,56,1133.26,63831.07,Two Year,DSL,Bank Transfer,2,25.0,180.3,0
CUST-01059,30,860.42,25962.58,Two Year,DSL,Mailed Check,8,21.0,44.6,0
CUST-01060,22,762.89,17220.87,One Year,Fiber Optic,Mailed Check,2,44.0,168.1,0
CUST-01061,56,939.96,52790.12,Month-to-Month,Fiber Optic,Electronic Check,0,16.0,140.3,0
CUST-01062,50,753.54,37798.92,Month-to-Month,Fiber Optic,Credit Card,2,22.0,44.2,0
CUST-01063,10,1114.06,11574.15,One Year,DSL,Electronic Check,5,47.0,142.3,1
CUST-01064,51,466.0,23889.51,Month-to-Month,DSL,Credit Card,0,7.0,5.2,0
CUST-01065,54,1176.01,63712.29,One Year,Fiber Optic,Bank Transfer,3,26.0,47.3,0
CUST-01066,28,1030.97,29051.12,One Year,Fiber Optic,Electronic Check,0,29.0,57.1,0
CUST-01067,67,1074.66,72451.25,Month-to-Month,Fiber Optic,Credit Card,2,35.0,177.8,0
CUST-01068,46,734.62,34020.14,Month-to-Month,DSL,Electronic Check,7,47.0,183.1,0
CUST-01069,24,1053.48,25630.67,Month-to-Month,Fiber Optic,Electronic Check,1,17.0,54.2,1
CUST-01070,0,576.1,397.02,Two Year,Fiber Optic,Bank Transfer,2,5.0,94.9,0
CUST-01071,49,985.75,48615.7,Month-to-Month,Fiber Optic,Electronic Check,1,20.0,196.3,1
CUST-01072,15,426.41,6868.0,Month-to-Month,Fiber Optic,Electronic Check,4,7.0,133.2,0
CUST-01073,55,576.35,32100.5,Two Year,Fiber Optic,Bank Transfer,8,37.0,13.9,0
CUST-01074,38,701.16,26844.18,One Year,Fiber Optic,Credit Card,5,28.0,78.3,0
CUST-01075,34,590.09,20538.47,Month-to-Month,Fiber Optic,Electronic Check,2,38.0,84.3,0
CUST-01076,11,648.32,7393.81,One Year,Fiber Optic,Bank Transfer,3,17.0,61.3,1
CUST-01077,51,1038.09,52953.88,Month-to-Month,Fiber Optic,Bank Transfer,7,48.0,,0
CUST-01078,12,531.01,6502.13,Two Year,DSL,Electronic Check,5,45.0,,0
CUST-01079,30,970.75,29433.36,Two Year,No,Electronic Check,5,46.0,138.3,0
CUST-01080,61,366.34,22425.15,Month-to-Month,DSL,Mailed Check,9,36.0,70.3,0
CUST-01081,67,989.17,66566.42,Month-to-Month,DSL,Bank Transfer,9,9.0,147.3,1
CUST-01082,72,1012.82,73103.84,Month-to-Month,Fiber Optic,Electronic Check,2,7.0,106.8,0
CUST-01083,69,661.53,45912.76,One Year,DSL,Mailed Check,7,48.0,153.9,0
CUST-01084,40,950.23,38010.14,One Year,No,Mailed Check,8,44.0,22.8,1
CUST-01085,14,1123.62,16154.89,Month-to-Month,Fiber Optic,Bank Transfer,9,44.0,81.0,1
CUST-01086,61,1020.64,62440.0,Two Year,DSL,Electronic Check,2,32.0,78.9,0
CUST-01087,58,651.4,,Month-to-Month,DSL,Bank Transfer,8,43.0,70.4,0
CUST-01088,72,735.79,53195.84,One Year,DSL,Credit Card,2,25.0,139.6,0
CUST-01089,47,1001.42,47309.83,One Year,DSL,Bank Transfer,4,8.0,111.4,1
CUST-01090,10,563.34,5952.1,Month-to-Month,DSL,Bank Transfer,0,13.0,77.2,1
CUST-01091,36,1023.49,37107.92,Month-to-Month,DSL,Electronic Check,6,43.0,107.3,0
CUST-01092,32,595.26,19070.08,One Year,DSL,Credit Card,7,33.0,140.9,0
CUST-01093,61,1025.39,62984.55,One Year,Fiber Optic,Mailed Check,4,50.0,135.0,0
CUST-01094,28,378.12,10815.61,Month-to-Month,DSL,Electronic Check,4,45.0,152.1,0
CUST-01095,23,339.96,7857.57,One Year,DSL,Bank Transfer,2,38.0,170.3,0
CUST-01096,5,1197.91,6375.96,Month-to-Month,DSL,Mailed Check,8,1.0,147.9,1
CUST-01097,60,1082.51,65280.68,Month-to-Month,DSL,Mailed Check,10,9.0,36.0,1
CUST-01098,55,1094.56,60525.52,One Year,DSL,Credit Card,1,19.0,169.3,0
CUST-01099,3,1156.15,3681.91,Month-to-Month,DSL,Bank Transfer,3,1.0,66.4,1
CUST-01100,31,694.48,21734.13,One Year,DSL,Mailed Check,6,47.0,,0
CUST-01101,35,558.15,19803.42,One Year,No,Credit Card,4,11.0,198.2,0
CUST-01102,34,417.02,14203.98,Month-to-Month,DSL,Mailed Check,0,19.0,58.9,0
CUST-01103,67,751.09,50472.51,Month-to-Month,DSL,Credit Card,0,34.0,54.0,0
CUST-01104,10,498.04,5474.35,Month-to-Month,Fiber Optic,Credit Card,2,1.0,36.4,1
CUST-01105,22,1142.0,25455.1,Month-to-Month,Fiber Optic,Mailed Check,10,32.0,196.8,1
CUST-01106,13,303.6,4156.27,One Year,DSL,Credit Card,6,5.0,85.4,0
CUST-01107,17,428.88,7402.14,Month-to-Month,Fiber Optic,Bank Transfer,2,46.0,156.8,0
CUST-01108,66,521.83,34813.38,Two Year,Fiber Optic,Credit Card,0,35.0,9.8,0
CUST-01109,68,479.06,32706.23,Month-to-Month,No,Mailed Check,8,17.0,36.1,0
CUST-01110,3,503.2,1590.79,Month-to-Month,No,Mailed Check,4,35.0,12.6,1
CUST-01111,46,890.44,41037.5,Two Year,Fiber Optic,Mailed Check,4,16.0,163.1,0
CUST-01112,16,594.76,9880.79,Month-to-Month,Fiber Optic,Bank Transfer,6,5.0,21.3,1
CUST-01113,14,853.52,12270.69,One Year,Fiber Optic,Bank Transfer,2,,184.6,0
CUST-01114,21,1101.23,23160.73,One Year,No,Mailed Check,8,11.0,132.8,1
CUST-01115,14,842.3,11849.72,Two Year,Fiber Optic,Mailed Check,3,36.0,181.9,0
CUST-01116,35,925.08,32694.72,Month-to-Month,DSL,Mailed Check,7,28.0,,0
CUST-01117,72,628.95,45569.96,Month-to-Month,DSL,Bank Transfer,5,13.0,105.1,0
CUST-01118,42,443.76,18980.92,Two Year,Fiber Optic,Electronic Check,1,35.0,5.5,0
CUST-01119,52,588.53,30692.58,Month-to-Month,Fiber Optic,Bank Transfer,6,19.0,93.2,0
CUST-01120,36,1167.85,42405.89,One Year,Fiber Optic,Credit Card,0,7.0,118.1,0
CUST-01121,1,859.63,1327.68,One Year,DSL,Mailed Check,7,34.0,20.1,1
CUST-01122,6,549.76,3599.09,One Year,Fiber Optic,Mailed Check,4,,,0
CUST-01123,19,705.82,13508.65,One Year,DSL,Electronic Check,7,33.0,0.9,0
CUST-01124,17,1051.96,18223.09,Two Year,Fiber Optic,Bank Transfer,2,28.0,53.5,0
CUST-01125,61,901.6,55169.14,Month-to-Month,DSL,Mailed Check,4,5.0,123.1,0
CUST-01126,61,804.59,49104.63,One Year,DSL,Credit Card,3,2.0,99.5,0
CUST-01127,62,1096.65,68143.47,One Year,Fiber Optic,Credit Card,2,5.0,47.8,0
CUST-01128,46,905.2,42091.99,Month-to-Month,DSL,Credit Card,3,11.0,197.4,0
CUST-01129,40,878.46,35343.97,Two Year,DSL,Electronic Check,0,11.0,37.8,0
CUST-01130,47,470.79,22559.46,Month-to-Month,Fiber Optic,Electronic Check,4,46.0,113.7,0
CUST-01131,29,395.75,11731.08,Month-to-Month,DSL,Mailed Check,1,39.0,23.2,0
CUST-01132,48,1168.63,56352.73,Two Year,Fiber Optic,Bank Transfer,5,44.0,11.2,0
CUST-01133,57,838.97,47823.9,Two Year,Fiber Optic,Electronic Check,0,24.0,,0
CUST-01134,55,674.12,37395.15,Month-to-Month,DSL,Mailed Check,0,16.0,160.9,0
CUST-01135,44,830.12,36579.19,One Year,No,Electronic Check,4,20.0,106.3,0
CUST-01136,4,355.63,1661.89,Month-to-Month,Fiber Optic,Mailed Check,3,44.0,58.7,0
CUST-01137,52,1039.91,54205.48,Month-to-Month,Fiber Optic,Mailed Check,9,18.0,3.3,1
CUST-01138,26,494.98,13065.67,Month-to-Month,Fiber Optic,Electronic Check,2,32.0,188.1,0
CUST-01139,54,1024.09,55569.4,Two Year,Fiber Optic,Mailed Check,4,7.0,42.4,0
CUST-01140,39,780.94,30463.89,Month-to-Month,No,Bank Transfer,2,,114.9,1
CUST-01141,64,548.91,35272.53,Month-to-Month,DSL,Credit Card,9,32.0,3.1,1
CUST-01142,24,327.19,8347.37,One Year,DSL,Credit Card,8,49.0,19.4,0
CUST-01143,67,1034.25,69323.45,Month-to-Month,Fiber Optic,Mailed Check,1,15.0,34.0,0
CUST-01144,61,458.81,28147.11,Month-to-Month,DSL,Credit Card,2,31.0,22.5,0
CUST-01145,24,346.62,8479.59,Month-to-Month,Fiber Optic,Mailed Check,2,13.0,106.2,1
CUST-01146,35,980.29,34499.84,One Year,DSL,Mailed Check,1,,79.4,1
CUST-01147,38,615.04,23713.91,One Year,DSL,Credit Card,2,16.0,160.3,0
CUST-01148,56,650.4,36546.27,One Year,No,Mailed Check,9,7.0,23.2,0
CUST-01149,50,522.36,26348.13,Month-to-Month,DSL,Bank Transfer,5,22.0,86.2,0
CUST-01150,62,1073.26,66864.55,Month-to-Month,DSL,Electronic Check,4,27.0,85.7,0
CUST-01151,27,567.6,15486.36,One Year,Fiber Optic,Mailed Check,2,8.0,46.2,0
CUST-01152,36,489.17,18084.51,Month-to-Month,Fiber Optic,Credit Card,2,20.0,19.2,1
CUST-01153,31,578.32,18417.76,Month-to-Month,Fiber Optic,Electronic Check,6,4.0,2.1,1
CUST-01154,66,482.83,31926.62,Month-to-Month,DSL,Credit Card,8,32.0,3.8,0
CUST-01155,22,585.89,13061.49,Month-to-Month,No,Mailed Check,6,15.0,79.7,0
CUST-01156,42,374.64,15838.87,Month-to-Month,Fiber Optic,Credit Card,7,4.0,10.9,1
CUST-01157,8,442.68,3634.83,Two Year,Fiber Optic,Mailed Check,2,26.0,78.9,0
CUST-01158,62,675.35,42117.19,Month-to-Month,DSL,Mailed Check,10,42.0,87.5,1
CUST-01159,28,1091.52,30844.47,One Year,DSL,Mailed Check,9,50.0,89.1,1
CUST-01160,24,351.56,8650.27,Month-to-Month,Fiber Optic,Electronic Check,9,49.0,38.3,1
CUST-01161,42,491.41,20775.5,One Year,Fiber Optic,Credit Card,7,8.0,99.7,0
CUST-01162,36,1117.51,40369.67,One Year,DSL,Bank Transfer,7,,78.5,1
CUST-01163,61,1101.01,67657.67,Two Year,Fiber Optic,Bank Transfer,0,45.0,197.9,0
CUST-01164,38,911.51,35099.22,Month-to-Month,Fiber Optic,Mailed Check,1,32.0,9.1,1
CUST-01165,37,516.43,19145.86,One Year,DSL,Credit Card,1,27.0,10.8,0
CUST-01166,7,677.83,5073.09,Month-to-Month,Fiber Optic,Mailed Check,5,40.0,164.9,0
CUST-01167,1,490.1,718.54,One Year,DSL,Electronic Check,6,3.0,53.2,1
CUST-01168,29,415.73,12400.58,Two Year,No,Electronic Check,1,28.0,36.8,0
CUST-01169,72,642.0,46522.48,One Year,Fiber Optic,Credit Card,8,29.0,174.9,0
